p_id,name,brand,category,colour,price,price_tier,avg_rating,ratingCount,is_rated,bayesian_rating,confidence_score,confidence_tier,occasion,fabric,length,pattern,print_type,neck,sleeve_length,wash_care,trend,pockets,waistband,closure,desc_length,description_clean,img
12496778,Clora Creation Off-White Striped Dupatta,Clora Creation,Dupatta,Off White,1199.0,Mid,4.648,108,True,4.475,77.4,High,Party,Silk Blend,,Striped,Striped,,,Hand Wash,,,,,159,"Off-White striped Dupatta, has leheriya technique, gotta patti, and has an embellished borderMaterial: Silk Blend Hand WashLength - 2.2 Meter Width - 0.8 Meter",http://assets.myntassets.com/assets/images/productimage/2020/9/20/7f2575fa-d63a-405a-8e47-487b95558e041600551322618-1.jpg
2518309,Anahi Blue Solid Dupatta,Anahi,Dupatta,Blue,349.0,Budget,3.067,15,True,3.862,54.0,Medium,Daily,Poly Chiffon,,Solid,Solid,,,Machine Wash,,,,,99,"Blue solid dupatta, has taping along the borderPoly Chiffon Machine-washLength: 2.2 m Width: 0.96 m",http://assets.myntassets.com/assets/images/2518309/2018/5/11/4d53f73d-57bf-434c-b68e-9889ea95031b1526011957680-Anahi-Blue-Solid-Dupatta-3651526011957592-1.jpg
18213170,Saadgi Green Chikankari Embroidered Dupatta,Saadgi,Dupatta,Green,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,111,"Green ethnic motifs embroidered dupatta chikankari, fringed borderLength: 2.40 m Width: 92 cm100% Net Hand wash",http://assets.myntassets.com/assets/images/18213170/2022/5/27/3cb68f72-fa2f-4cd0-ba22-2899608462941653633732673-Chikankari-Sequin-Embroidered-Dupatta-7391653633732456-1.jpg
18671776,Clora Creation Maroon Embroidered Dupatta with Sequinned,Clora Creation,Dupatta,Maroon,1999.0,Mid,,0,False,,,Unrated,Party,Net,,Embroidered,Floral,,,Dry Clean,,,,,84,"Maroon floral embroidered dupatta sequinned, fringed border Hand Wash Length: Width:",http://assets.myntassets.com/assets/images/18671776/2022/6/8/e6d47e54-2908-4549-9a26-e47aa015ba761654692965658MaroonEmbroideredNetDupattawithSequinned1.jpg
18213498,Saadgi Mauve & Golden Chikankari Embroidered Dupatta,Saadgi,Dupatta,Mauve,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,123,"Mauve and golden ethnic motifs embroidered dupatta chikankari, fringed border100% Net Hand wash Length: 2.40 m Width: 92 cm",http://assets.myntassets.com/assets/images/18213498/2022/5/26/0453ffaf-e7d8-4760-9b4d-7438a09a1f191653545012821ChikankariSequinEmbroideredDupatta1.jpg
19194900,W Women Bright Multicoloured Dupatta with Tassels,W,Dupatta,Blue,1399.0,Mid,,0,False,,,Unrated,Daily,Cotton Blend,,Solid,Solid,,,Machine Wash,,,,,104,"Blue and orange solid dupatta, tasselled border Machine-wash - 100% Cotton Length: 2.25 m * Width: 36 in",http://assets.myntassets.com/assets/images/19194900/2022/7/20/ff0b6374-0d67-4c4c-b055-d552dfe1e75b1658333449440WBlueOrangeDupatta1.jpg
13552264,Dupatta Bazaar Pink & Gold-Toned Woven Design Dupatta,Dupatta Bazaar,Dupatta,Pink,799.0,Budget,3.312,16,True,3.91,55.2,Medium,Daily,Silk Blend,,Woven Design,Striped,,,Hand Wash,,,,,121,Pink and Gold-toned woven design Dupatta and has a fringed borderLength: 2.3 m Width: 0.9 mMaterial: Silk Blend Hand Wash,http://assets.myntassets.com/assets/images/productimage/2021/1/30/d9ab057e-9c22-45f3-a3ad-c4c6dc316c651611945125193-1.jpg
17553556,Indo Era Green & Gold-Toned Woven Design Dupatta,Indo Era,Dupatta,Green,2099.0,Mid,4.6,5,True,4.146,52.8,Medium,Daily,Silk Blend,,Woven Design,Solid,,,Hand Wash,,,,,88,"Green and gold-toned solid woven design dupatta, fringed border Hand Wash Length: Width:",http://assets.myntassets.com/assets/images/17553556/2022/3/16/192645df-d0d8-42f4-b6b5-370279d5bcc41647426911621IndoEraWomenGreenDupatta1.jpg
16695166,Sugathari Black & Red Embroidered Kalamkari Dupatta with Mirror Work,Sugathari,Dupatta,Black,2899.0,Premium,3.8,5,True,4.074,48.8,Medium,Party,Net,,Embroidered,Floral,,,Dry Clean,,,,,159,"Black and red floral embroidered dupatta has kalamkari technique, mirror work, embellished borderDupatta length: 2.25 meters, 42 inches widthNet Dry Clean Only",http://assets.myntassets.com/assets/images/16695166/2022/1/5/1b4bf5c4-481b-4de8-ba15-e47e13260c0f1641385416183SugathariWomenBlackEmbroidered1.jpg
1852518,Dupatta Bazaar Red & Orange Silk Bandhani Print Dupatta,Dupatta Bazaar,Dupatta,Red,2399.0,Mid,3.727,11,True,4.034,51.8,Medium,Party,,,Printed,Bandhani,,,,,,,,145,Red and orange Bandhani print dupatta with dyed effect and gota patti detailing along the borderSilk Dry-cleanLength: 2.3 metresWidth: 1.1 metres,http://assets.myntassets.com/assets/images/1852518/2017/4/12/11491996068989-Dupatta-Bazaar-Women-Dupatta-6031491996068766-1.jpg
12496782,Clora Creation White & Gold-Toned Gotta Patti Silk Dupatta,Clora Creation,Dupatta,White,1199.0,Mid,4.125,24,True,4.109,61.2,Medium,Party,Silk Blend,,Woven Design,Striped,,,Hand Wash,,,,,175,"White and Gold-toned woven design Dupatta, has leheriya technique, gotta patti, and has an embellished borderLength - 2.2 Meter Width - 0.8 MeterMaterial: Silk Blend Hand Wash",http://assets.myntassets.com/assets/images/productimage/2020/9/19/01d571d1-2ec5-420c-b033-58025f381d571600488581192-1.jpg
15238862,mokshi Green Striped Pure Cotton Dupatta with Beads and Stones,mokshi,Dupatta,Green,1399.0,Mid,4.143,21,True,4.113,60.1,Medium,Daily,Pure Cotton,,Striped,Leheriya,,,Hand Wash,,,,,119,"Green leheriya striped dupatta beads and stones, embellished borderPure cotton Hand washLength : 2.5 M , Width : 0.95 M",http://assets.myntassets.com/assets/images/15238862/2021/9/2/604fa31c-0104-4f34-a228-98f53424b14b1630561800056AureliaDarkMaroonA-lineKurtaKurtaSetsAHIKAWomenKurtaSetsAHIK1.jpg
18213620,Saadgi Blue Chikankari Embroidered Dupatta,Saadgi,Dupatta,Blue,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,110,"Blue ethnic motifs embroidered dupatta chikankari, fringed border100% Net Hand washLength: 2.40 m Width: 92 cm",http://assets.myntassets.com/assets/images/18213620/2022/5/27/d805a451-74a3-4fc7-a98e-49da587659d71653626244305-Chikankari-Sequin-Embroidered-Dupatta-1821653626244038-1.jpg
17348268,Fabindia Off White Chikankari Embroidered Cotton Silk Dupatta,Fabindia,Dupatta,Off White,3199.0,Premium,,0,False,,,Unrated,Party,Cotton Silk,,Embroidered,Solid,,,Dry Clean,,,,,114,"Off white solid embroidered dupatta, solid borderCotton Silk Dry Clean OnlyDimension: 2.5m x 92cm (length x width)",http://assets.myntassets.com/assets/images/17348268/2022/3/2/ef5d20e8-c52d-4d6d-bd4f-669ad1ab4a031646222734661FabindiaWomenOffWhiteDupatta1.jpg
16813478,AURELIA Gold-Toned Pure Cotton Dupatta,AURELIA,Dupatta,Gold,499.0,Budget,,0,False,,,Unrated,Daily,Pure Cotton,,Solid,Solid,,,Hand Wash,,,,,120,"Gold-toned solid dupatta, fringed borderLength: Width: Fabric Name : Cotton, Fabric Composition : 100% Cotton, Hand Wash",http://assets.myntassets.com/assets/images/16813478/2022/1/13/7c69970a-b178-42c0-b3ef-eed050d599c01642080785646AURELIAWomenGoldSolid1.jpg
18652572,Dupatta Bazaar Olive Green Printed Tie and Dye Dupatta,Dupatta Bazaar,Dupatta,Olive,499.0,Budget,4.4,5,True,4.128,56.2,Medium,Daily,Poly Chiffon,,Printed,Bandhani,,,Hand Wash,,,,,102,"Olive green bandhani printed dupatta has tie and dye technique,, taping borderLength: Width: Hand Wash",http://assets.myntassets.com/assets/images/18652572/2022/6/7/6939d19d-b042-4567-b332-57b7bb37ac291654582616328DupattaBazaarOliveGreenPrintedTieandDyeDupatta1.jpg
10814254,WEAVERS VILLA Women Maroon Woven Design Shawl,WEAVERS VILLA,Other,Maroon,1199.0,Mid,4.257,35,True,4.165,64.3,Medium,Work,Acrylic,,Woven Design,Ethnic Motifs,,,,,,,,126,"Maroon and off-white woven design shawl, has embroidered borderAcrylic and wool blend Dry-cleanLength: 2 metres Width: 1 metre",http://assets.myntassets.com/assets/images/10814254/2019/11/2/a908a6a2-3cc5-4648-a8b7-8d3d9cc142861572694186639-WEAVERS-VILLA-Women-Shawl-4041572694185974-1.jpg
18213298,Saadgi Pink & Golden Chikankari Embroidered Dupatta,Saadgi,Dupatta,Pink,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,121,"Pink and golden ethnic motifs embroidered dupatta chikankari, fringed borderLength: 2.40 m Width: 92 cm100% Net Hand wash",http://assets.myntassets.com/assets/images/18213298/2022/5/27/02a05cc2-b9c1-4b81-be99-00a478865fb41653632704781-Chikankari-Sequin-Embroidered-Dupatta-7171653632704597-1.jpg
14056588,SOUNDARYA Yellow & Pink Striped Dupatta,SOUNDARYA,Dupatta,Yellow,999.0,Budget,4.317,41,True,4.198,66.2,Medium,Daily,Poly Chiffon,,Striped,Leheriya,,,Machine Wash,,,,,151,"Yellow and Pink striped Dupatta, has leheriya technique, and has a printed borderMaterial: Poly Chiffon Machine WashLength: 2.25 metres Width: 1 metres",http://assets.myntassets.com/assets/images/14056588/2021/4/8/ddbfebe5-db93-4e38-890e-f4281da5850f1617899107156SOUNDARYAWomenMultiStriped1.jpg
18976780,Dupatta Bazaar Blue & Gold-Toned Woven Design Organza Dupatta,Dupatta Bazaar,Dupatta,Blue,999.0,Budget,,0,False,,,Unrated,Party,Organza,,Woven Design,Striped,,,Hand Wash,,,,,118,"Blue and gold-toned striped woven design dupatta, tasselled borderOrganza Hand WashDimensions:2.40 Meters * 0.9 Meters",http://assets.myntassets.com/assets/images/18976780/2022/7/5/6a732857-efe7-4887-86ef-73985266d29c1657025281023DupattaBazaarBlueGold-TonedWovenDesignOrganzaDupatta1.jpg
11539350,WEAVERS VILLA Black & Pink Embroidered Dupatta,WEAVERS VILLA,Dupatta,Black,899.0,Budget,3.706,17,True,4.001,57.6,Medium,Daily,Poly Chiffon,,Embroidered,Geometric,,,Hand Wash,,,,,120,Black and Pink embroidered Dupatta and has a tasselled borderMaterial: Poly Chiffon Hand WashLength: 2.25 m Width: 80 cm,http://assets.myntassets.com/assets/images/11539350/2020/6/6/eeda97b3-6391-4a04-9bc6-7d361d465d0a1591440061014WEAVERSVILLAWomenOff-WhiteBlackPrintedStoleDupattaWEAVERSVIL1.jpg
14843552,Inddus Red & Golden Sequinned Net Dupatta with Ruffled Border,Inddus,Dupatta,Red,1299.0,Mid,4.2,15,True,4.124,59.3,Medium,Party,Net,,Embroidered,Ethnic Motifs,,,Dry Clean,,,,,120,"Red and golden sequinned net dupatta, gotta patti taping and ruffled borderNet Dry cleanLength: 2.50 metres Width: 56 cm",http://assets.myntassets.com/assets/images/14843552/2021/7/29/efc7a415-7844-4b68-b5a8-e78798f57b6b1627538786933-Inddus-Women-Red-Sequinned-Dupatta-with-Ruffled-Border-14616-1.jpg
10358153,Dupatta Bazaar White Solid Dupatta,Dupatta Bazaar,Dupatta,White,599.0,Budget,4.273,11,True,4.132,59.4,Medium,Daily,Cotton Silk,,Solid,Solid,,,Machine Wash,,,,,101,White solid Dupatta and has a tasselled borderLength: 2.4 metres Width: 90 cmCotton Silk Machine-wash,http://assets.myntassets.com/assets/images/productimage/2019/7/31/5a5be869-4ff9-48e7-afad-d0fe378011f91564513989073-1.jpg
15640812,elleven Navy Blue Embroidered Dupatta,elleven,Dupatta,Navy Blue,1499.0,Mid,,0,False,,,Unrated,Party,Net,,Embroidered,Geometric,,,Hand Wash,,,,,93,"Navy blue geometric embroidered dupatta, taping borderNet Hand washLength: 84 cm Width: 31 cm",http://assets.myntassets.com/assets/images/15640812/2021/9/27/9667e8ca-1860-4369-a274-95a13f536ca51632745045645EllevenNavyNetDupatta1.jpg
15926518,mokshi Pink Dyed Pure Cotton Foil Print Dupatta with Gotta Patti,mokshi,Dupatta,Pink,1499.0,Mid,,0,False,,,Unrated,Party,Pure Cotton,,Dyed,Bandhani,,,Dry Clean,,,,,123,"Pink bandhani dyed dupatta has foil print technique, gotta patti, taping borderLength : 2.25 M , Width : 0.95 M 100% Cotton",http://assets.myntassets.com/assets/images/15926518/2021/11/2/db367607-2df6-4d0f-9bc9-7548bcf5121e1635834663859SweatshirtsUnitedColorsofBenettonMenSweatshirtsUnitedColorso1.jpg
18213378,Saadgi Purple & Golden Chikankari Embroidered Dupatta,Saadgi,Dupatta,Purple,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,123,"Purple and golden ethnic motifs embroidered dupatta chikankari, fringed borderLength: 2.40 m Width: 92 cm100% Net Hand wash",http://assets.myntassets.com/assets/images/18213378/2022/5/26/d10e484e-2235-4db5-9e6a-860816d2f17b1653558308320ChikankariSequinEmbroideredDupatta1.jpg
14160344,Dupatta Bazaar Olive Green Solid Organza Dupatta,Dupatta Bazaar,Dupatta,Olive,599.0,Budget,4.053,19,True,4.088,60.6,Medium,Daily,Organza,,Solid,Solid,,,Hand Wash,,,,,116,Olive Green solid Dupatta and has a tasselled borderMaterial: Organza Hand Wash Length: 2.30 metres Width: 0.9 metre,http://assets.myntassets.com/assets/images/14160344/2021/4/22/180920db-3c95-4350-8115-a45d9166d9751619104379767DupattaBazaarWomenOliveSolid1.jpg
15266714,max Coral Pure Cotton Dupatta,max,Dupatta,Coral,299.0,Budget,4.143,14,True,4.11,60.0,Medium,Daily,Pure Cotton,,Solid,Solid,,,Machine Wash,,,,,81,"Coral dupatta, solid borderLength: 2 meter Width: 1 meterPure cotton Machine wash",http://assets.myntassets.com/assets/images/15266714/2021/8/26/abcbb883-edeb-47d0-9872-dd2cd0edbfa61629979015126Dupatta1.jpg
16682770,Indo Era Women Orange & Gold Striped Woven Design Art Silk Dupatta,Indo Era,Dupatta,Orange,2499.0,Mid,,0,False,,,Unrated,Party,Art Silk,,Woven Design,Striped,,,Dry Clean,,,,,103,"Orange and gold-toned striped woven design dupatta, tasselled borderLength:230cm Width:0.85cm Dry Clean",http://assets.myntassets.com/assets/images/16682770/2022/1/4/2f53ff33-81f5-4afb-b328-bb7e5fa5a4631641300563236IndoEraWomenOrangeWovenDesign1.jpg
14447462,Dupatta Bazaar Green Ethnic Motifs Embroidered Dupatta with Mirror Work,Dupatta Bazaar,Dupatta,Green,999.0,Budget,4.667,18,True,4.251,64.0,Medium,Party,Poly Chiffon,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,114,"Green ethnic motifs embroidered dupatta mirror work, solid borderPoly chiffon Hand washLength: 2.35 m Width: 90 cm",http://assets.myntassets.com/assets/images/productimage/2021/6/2/cdfc9f1f-c97e-42d0-a23d-580e2afe77251622652924371-1.jpg
16747834,RANGMANCH BY PANTALOONS Turquoise Blue & Gold Woven Design Dupatta,RANGMANCH BY PANTALOONS,Dupatta,Turquoise Blue,999.0,Budget,,0,False,,,Unrated,Party,Silk Blend,,Woven Design,Geometric,,,Machine Wash,,,,,130,"Gold-toned and Turquoise blue woven design dupatta, tasselled borderLength: 2.45 m,Width: 90 cm75% Polyester 35% Silk Machine wash",http://assets.myntassets.com/assets/images/16747834/2022/1/10/dad0614a-0d82-4d85-b65e-211bab7954bb1641809367754RANGMANCHBYPANTALOONSWomenTurquoiseBlueWovenDesign1.jpg
18213450,Saadgi Orange Chikankari Embroidered Dupatta,Saadgi,Dupatta,Orange,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,113,"Orange ethnic motifs embroidered dupatta chikankari, fringed border100% Net Hand wash Length: 2.40 m Width: 92 cm",http://assets.myntassets.com/assets/images/18213450/2022/5/27/52da5a06-cc59-4b48-8bf1-c3582452c53e1653626979698-Chikankari-Sequin-Embroidered-Dupatta-6301653626979454-1.jpg
18671806,Clora Creation Pink & Gold-Toned Embroidered Dupatta,Clora Creation,Dupatta,Pink,999.0,Budget,,0,False,,,Unrated,Daily,Cotton Blend,,Embroidered,Floral,,,Hand Wash,,,,,86,"Pink and gold-toned floral embroidered dupatta, fringed borderLength: Width: Hand Wash",http://assets.myntassets.com/assets/images/18671806/2022/6/8/e1622c16-6403-4eac-a426-b91eddac2f6d1654691603099BabyPinkEmbroideredCottonDupatta1.jpg
18213694,Saadgi Mint Green Chikankari Embroidered Dupatta,Saadgi,Dupatta,Green,2940.0,Premium,,0,False,,,Unrated,Party,Net,,Embroidered,Ethnic Motifs,,,Hand Wash,,,,,117,"Mint green ethnic motifs embroidered dupatta chikankari, fringed borderLength: 2.40 m Width: 92 cm 100% Net Hand wash",http://assets.myntassets.com/assets/images/18213694/2022/5/27/8570d6c7-96ee-434b-8256-b630aa3759c41653632477808-Chikankari-Sequin-Embroidered-Dupatta-971653632477580-1.jpg
12889076,Dupatta Bazaar Navy Blue Embroidered Dupatta,Dupatta Bazaar,Dupatta,Navy Blue,999.0,Budget,4.286,7,True,4.124,56.8,Medium,Daily,Poly Chiffon,,Embroidered,Floral,,,Hand Wash,,,,,130,"Navy Blue embroidered Dupatta, thread work, and has a taping borderMaterial: Poly Chiffon Hand WashLength: 2.30 mtr Width: 0.9 mtr",http://assets.myntassets.com/assets/images/productimage/2020/11/4/af799b02-c27d-43f1-a2df-9ba3cb4e0dd31604455461211-1.jpg
17831462,Pashtush Women Olive Green Embroidered Woolen Shawl,Pashtush,Other,Olive,5899.0,High-End,,0,False,,,Unrated,Daily,Wool,,Embroidered,Ethnic Motifs,,,,,,,,97,"Olive green embroidered shawl, has solid border Wool Machine Wash Length: 2 metres Width: 1 metre",http://assets.myntassets.com/assets/images/17831462/2022/4/9/bd300542-028a-4ac0-a223-9b53001c3a4c1649483833131Shawl1.jpg
16427292,Clora Creation Navy Blue & White Printed Dupatta,Clora Creation,Dupatta,Navy Blue,999.0,Budget,4.5,8,True,4.156,58.2,Medium,Daily,Cotton Blend,,Printed,Geometric,,,Hand Wash,,,,,113,"Navy blue and white geometric printed dupatta, fringed borderLength: 2.16mtr Width: 1.09mtrCotton Blend Hand Wash",http://assets.myntassets.com/assets/images/16427292/2021/12/9/968c8d8b-136b-4ac8-8952-fbb4340c6cd31639035821038CloraCreationWomenNavyBluePrinted1.jpg
7648572,mf White Embroidered Dupatta,mf,Dupatta,White,1299.0,Mid,3.898,59,True,3.991,61.7,Medium,Daily,Cotton Blend,,Embroidered,Floral,,,Machine Wash,,,,,90,"White embroidered dupatta, thread work, solid borderCotton Blend Machine-washLength: 2.2 m",http://assets.myntassets.com/assets/images/7648572/2018/10/17/7bbb3332-afd1-4268-9212-c48582d4953a1539752857649-MF-White-Moonga-Cotton-Karachi-Work-Dupatta-1961539752857554-1.jpg
9260667,Dupatta Bazaar Beige & Pink Printed Dupatta,Dupatta Bazaar,Dupatta,Beige,799.0,Budget,4.286,35,True,4.177,65.3,Medium,Party,Silk Blend,,Printed,Floral,,,Hand Wash,,,,,112,"Beige, pink and green printed dupatta, fringed borderSilk Blend Hand-washLength: 2.4 metres Width: 90 centimetre",http://assets.myntassets.com/assets/images/productimage/2019/4/12/26749ae5-914d-400a-b952-01eb9f37ae051555043905605-1.jpg
15511010,Myshka White Embroidered Dupatta with Sequinned,Myshka,Dupatta,White,1499.0,Mid,4.444,27,True,4.221,63.8,Medium,Daily,Net,,Embroidered,Floral,,,Machine Wash,,,,,113,"White floral embroidered dupatta sequinned, taping borderDupatta: 2.15 m x 83 cm (Length x Width)Net Machine wash",http://assets.myntassets.com/assets/images/15511010/2021/9/17/5d8a46ff-cd66-4ac0-8689-aa2af236a3891631869689810MyshkaWomenWhiteSolid1.jpg
18296740,Saadgi White Mukaish Handwork Gotta Patti Dupatta,Saadgi,Dupatta,White,2640.0,Premium,,0,False,,,Unrated,Party,Silk Blend,,Solid,Solid,,,Hand Wash,,,,,109,"White and golden mukaish dupatta, embellished border90% silk 10% Chinon Hand wash Length: 2.40 m Width: 92 cm",http://assets.myntassets.com/assets/images/18296740/2022/5/26/bd3a4575-ead4-4b59-8bc9-9480299149521653558295891MukaishHandworkGottaPattiDupatta1.jpg
15994050,RANGMANCH BY PANTALOONS Women Yellow Floral Woven Design Pure Silk Dupatta,RANGMANCH BY PANTALOONS,Dupatta,Yellow,899.0,Budget,,0,False,,,Unrated,Party,Pure Silk,,Woven Design,Floral,,,Machine Wash,,,,,128,Yellow floral woven designed pure silk dupatta with tasselled border65% Polyester & 35% Silk Machine WashLength:240cm idth: 90cm,http://assets.myntassets.com/assets/images/15994050/2021/11/3/667b71f3-d470-42d3-8c20-32bb5736f5271635921276122RANGMANCHBYPANTALOONSWomenYellowPrinted1.jpg
17760594,Apratim White & Coral Pink Printed Leheriya Dupatta,Apratim,Dupatta,White,1199.0,Mid,3.667,6,True,4.055,54.0,Medium,Daily,Cotton Blend,,Printed,Leheriya,,,Hand Wash,,,,,133,"White and coral pink leheriya printed dupatta has leheriya technique, solid borderLength: 2.25 m Width: 1.01 m Cotton Blend Hand wash",http://assets.myntassets.com/assets/images/17760594/2022/4/5/753f4aec-474b-4ea8-bd32-a627ac9f16101649136269365Dupatta1.jpg
15578758,Ira Soleil Black & Gold-Toned Embellished Net Dupatta With Lace Work,Ira Soleil,Dupatta,Black,1199.0,Mid,3.64,25,True,3.947,57.1,Medium,Party,Net,,Embroidered,Floral,,,Hand Wash,,,,,135,"Black and gold-toned floral embellished net dupatta, embellished borderNet Hand washDupatta dimensions: 2.43 m x 91 cm (length x width)",http://assets.myntassets.com/assets/images/15578758/2021/9/22/1c39fd37-af94-43bf-9104-30a6fe52d8ba1632320352961Dupatta1.jpg
15874806,Pashmoda Women Pink Woven Design Jamawar Shawl,Pashmoda,Other,Pink,1495.0,Mid,4.524,21,True,4.226,63.0,Medium,Party,Wool,,Woven Design,Floral,,,,,,,,421,"Pink woven design shawl, has fringed border Features: This ostentatious Kashmiri jamawar shawl is adorned with intricate and meticulous paisley and floral woven designs inspired by mughal motifs and centuries of Kashmiri artistry. This shawl also comes packed in an elegant Pashmoda gift box which complements its royal feel and makes it ideal for gifting.Wool Blend Dry Clean Dimensions: 2.03 m x 1.01 m (Length x Width)",http://assets.myntassets.com/assets/images/15874806/2021/10/21/bcc42cfe-0627-46cf-aae6-99a7362cc22f1634798692689WomenPinkWovenDesignJamawarShawl1.jpg
17663042,Dupatta Bazaar Beige & White Kashmiri Embroidered Dupatta with Thread Work,Dupatta Bazaar,Dupatta,Beige,2199.0,Mid,,0,False,,,Unrated,Party,Poly Chiffon,,Embroidered,Paisley,,,Dry Clean,,,,,122,"Beige and white paisley embroidered dupatta thread work Embroidered border Polychiffon Dry Clean Only2.4""meters*0.9""meters",http://assets.myntassets.com/assets/images/17663042/2022/3/29/579a52cb-0d27-4ec5-a3d9-33244febe9251648495023013DupattaBazaarWomenBeigeDupatta1.jpg
18727246,Clora Creation Beige & Navy Blue Ethnic Motifs Embroidered Dupatta with Mirror Work,Clora Creation,Dupatta,Beige,1199.0,Mid,,0,False,,,Unrated,Party,Silk Blend,,Embroidered,Ethnic Motifs,,,Dry Clean,,,,,110,"Beige and navy blue ethnic motifs embroidered dupatta mirror work, embellished border Hand Wash Length: Width:",http://assets.myntassets.com/assets/images/18727246/2022/6/14/519095d8-843d-4861-b6d6-606d088008c01655189030163CloraCreationBeigeNavyBlueEthnicMotifsEmbroideredDupattawith1.jpg
15874822,Pashmoda Women Maroon Woven Design Jamawar Shawl,Pashmoda,Other,Maroon,1495.0,Mid,4.353,17,True,4.165,60.5,Medium,Party,Wool,,Woven Design,Floral,,,,,,,,424,"Maroon woven design shawl, has fringed border Features: This ostentatious Kashmiri jamawar shawl is adorned with intricate and meticulous paisley and floral woven designs inspired by mughal motifs and centuries of Kashmiri artistry. This shawl also comes packed in an elegant Pashmoda gift box which complements its royal feel and makes it ideal for gifting. Dimensions: 2.03 m x 1.01 m (Length x Width) Wool Blend Dry Clean",http://assets.myntassets.com/assets/images/15874822/2021/10/20/e80a3066-dc9f-4a6b-8ab7-2657248ccfad1634719433199WomenMaroonWovenDesignJamawarShawl1.jpg
16397400,LOOM LEGACY Gold-Toned Ethnic Motifs Woven Design Dupatta with Zari,LOOM LEGACY,Dupatta,Gold,1599.0,Mid,4.75,8,True,4.191,57.6,Medium,Party,Silk Blend,,Woven Design,Ethnic Motifs,,,Hand Wash,,,,,128,"Gold-toned ethnic motifs woven design dupatta zari, tasselled borderBanarasi Jacquard Hand WashLength : 2.4 Meters Width : 90 cm",http://assets.myntassets.com/assets/images/16397400/2021/12/7/f44e60de-9250-46b2-afd4-2b4a5e0c024b1638877001069LOOMLEGACYWomenGoldWovenDesign1.jpg
17662996,Dupatta Bazaar Orange Solid Pure Cotton Dupatta,Dupatta Bazaar,Dupatta,Orange,899.0,Budget,,0,False,,,Unrated,Daily,Pure Cotton,,Solid,Solid,,,Machine Wash,,,,,96,"Orange solid dupatta, taping borderLength:L 2.5meters Width: 1.05 meters100% Cotton Machine Wash",http://assets.myntassets.com/assets/images/17662996/2022/3/29/7d03535d-043b-49e8-b496-765cef98f0a11648492878313DupattaBazaarWomenOrangeDupatta1.jpg
17904760,Miaz Lifestyle White & Blue Printed Leheriya Dupatta,Miaz Lifestyle,Dupatta,White,899.0,Budget,,0,False,,,Unrated,Daily,Poly Chiffon,,Printed,Leheriya,,,Machine Wash,,,,,136,"White and blue leheriya printed dupatta has leheriya technique, tasselled borderLength: 2.4 metre Width: 0.8 cmPoly chiffon Machine wash",http://assets.myntassets.com/assets/images/17904760/2022/4/16/7b4e5434-0aca-486b-89b0-14b1188f9afc1650120176877MiazLifestyleWomenMultiDupatta1.jpg
17760592,Apratim Pink & Orange Printed Leheriya Dupatta,Apratim,Dupatta,Pink,1199.0,Mid,,0,False,,,Unrated,Party,Cotton Blend,,Printed,Leheriya,,,Hand Wash,,,,,117,"Pink and orange leheriya printed dupatta has leheriya technique,, printed border Cotton Blend Hand washLength: 2.25 m",http://assets.myntassets.com/assets/images/17760592/2022/4/5/d25a66df-f889-4c55-927a-54a2e3aeff2d1649136279717Dupatta1.jpg
12645324,Pashmoda Women Brown & Beige Woven-Design Shawl,Pashmoda,Other,Brown,1495.0,Mid,4.5,118,True,4.381,74.8,High,Daily,Wool,,Woven Design,Ethnic Motifs,,,,,,,,122,"Brown and beige woven-design shawl, has frayed ends Dimensions: 2.03 m x 1.01 m (Length x Width) Wool Blend Dry Clean Only",http://assets.myntassets.com/assets/images/productimage/2020/10/6/415d22ff-1a46-4037-9877-56460c59f66d1601934468618-1.jpg
17348086,Fabindia Blue & Silver-Toned Woven Design Cotton Silk Dupatta,Fabindia,Dupatta,Blue,2499.0,Mid,,0,False,,,Unrated,Party,Cotton Silk,,Woven Design,Solid,,,Dry Clean,,,,,130,Blue and silver-toned solid woven design dupatta Tasselled borderCotton silk Dry Clean OnlyDimension: 2.5m x 92cm (length x width),http://assets.myntassets.com/assets/images/17348086/2022/3/2/a8dca17f-0340-4e28-89c0-e283e319ae841646222868427FabindiaWomenBlueDupatta1.jpg
18806086,SHINGORA Beige & Red Printed Pure Silk Dupatta,SHINGORA,Dupatta,Beige,2495.0,Mid,,0,False,,,Unrated,Daily,Pure Silk,,Printed,Floral,,,Dry Clean,,,,,79,"Beige and red floral printed dupatta, tasselled border 100% Silk Length: Width:",http://assets.myntassets.com/assets/images/18806086/2022/6/21/c0717020-3aff-4409-be3a-df586ab6c4401655809348080SHINGORABeigeRedPrintedPureSilkDupatta1.jpg
